❤️央视频道,#genre#
CCTV4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV4,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225493/index.m3u8
CCTV4,http://xyt.186738613.xyz/lngd.php?id=063&Cf.m3u8
CCTV4,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
CCTV4,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078303.m3u8
CCTV4,http://116.148.164.119/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024078303.m3u8
CCTV4,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K10M.stream/1.m3u8
CCTV4,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/116/2024081303.m3u8
CCTV4,http://116.148.164.119/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024081302.m3u8
CCTV4,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024081303.m3u8
CCTV4,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265004/1.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000031664/1.m3u8
CCTV4,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV4,http://43.132.64.50/outlivecloud-cdn.ysp.cctv.cn/ysp/2024078303.m3u8
CCTV4,http://118.144.105.55:91/live/CCTV4hd-5M/live.m3u8
CCTV4,http://58.248.112.205:8006/GD_CUCC/G_CCTV-4-CQ.m3u8
CCTV4,http://58.248.112.229:8114/GD.m3u8
CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8
CCTV4,http://58.215.231.35/live3.ngaacdn.sc96655.com/live/CCTV-4H265_4000.m3u8
CCTV4,http://58.223.166.16/live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8
CCTV4,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV4HD/index.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265004/1.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000005000030093/1.m3u8
CCTV5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8
CCTV5,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV5_HD/index.m3u8
CCTV5,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/055/2024078403.m3u8
CCTV5,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225489/index.m3u8
CCTV5,http://116.148.164.119/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024078403.m3u8
CCTV5,http://video.qd.sdu.edu.cn/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/index.m3u8
CCTV5,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078403.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000004794/1.m3u8
CCTV5,http://123.184.28.33/hlslive-tx-cdn.ysp.cctv.cn/001/2024078003.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV5,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225494/index.m3u8
CCTV5,http://116.148.164.119/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024078003.m3u8
CCTV5,http://video.qd.sdu.edu.cn/liverespath/7b02d30e42de3c0078c158ce81421accad3a8400/index.m3u8
CCTV5,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV5+HD/index.m3u8
CCTV5,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078003.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000020505/1.m3u8
CCTV5,http://14.29.76.30:9901/tsfile/live/1011_1.m3u8
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5,http://220.178.228.153:1935/live/cctv5/playlist.m3u8
CCTV5,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8
CCTV5,http://61.138.54.155:2233/hls/12/index.m3u8
CCTV5,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265005/1.m3u8
